,Date,HHState,Zipcode,Sex,Age,HHsize,Kids,Auto_own,Married,Educ,HType,Worker,commute_before,commute_after,Transmode_before,Change_trans_mode,Transmode_after,Commute_min,PhyAc_Before,Exe_Before,PhyAc_After,Exe_After,Groc_Shp,Outside_Ac,Outside_Purp,ONL_SHP,ONL_SHP_AFTR
175,4/14/2020,MD,20910,Female,38,1.0,0.0,1.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,25.0,60+ min,3-4 times/week,None,30+ min/day,None- All Online,3+,I am a doctor and we have to work,Yes,Yes
176,5/12/2020,MD,20854,Female,34,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/Passenger,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,1-2 times/week,30+ min/day,None- All Online,None,,Yes,Yes
177,5/19/2020,NJ,8736,Male,70,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,50.0,0-15 min,1-2 times/week,5+ times/week,30+ min/day,None- All Online,None,,Yes,Yes
178,5/15/2020,MD,20841,Male,54,3.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,70.0,60+ min,5+ times/week,None,30+ min/day,None- All Online,None,,Yes,Maybe
179,5/18/2020,NY,11231,Male,75,2.0,0.0,0.0,Married,4,Apartment,Unemployed,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,5+ times/week,None,30+ min/day,None- All Online,None,,Yes,Yes
180,5/13/2020,PA,19123,Female,35,1.0,0.0,0.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Public Transit,NA,NA/Teleworked,12.0,0-15 min,None,1-2 times/week,30+ min/day,None- All Online,Once,Delivering items to a friend ,Yes,Yes
181,5/28/2020,MD,20721,Male,75,2.0,0.0,1.0,Married,4,Other,Retired,-8,Stayed at home and not able to work,Auto/driving,NA,NA/Teleworked,30.0,30-60 min,5+ times/week,5+ times/week,30+ min/day,None- All Online,Once,To choose a new residence and limited shopping,Yes,Maybe
182,5/28/2020,ID,83686,Female,44,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,6.0,60+ min,3-4 times/week,3-4 times/week,30+ min/day,None- All Online,Twice,I had to return to my work for needed resources to work form home.,Yes,Yes
183,5/27/2020,MD,21701,Female,31,2.0,0.0,2.0,Married,4,Multi-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,60.0,30-60 min,3-4 times/week,5+ times/week,30+ min/day,Once/Mth,3+,Driving to pick up take-out food from restaurants,No,Maybe
184,5/13/2020,OH,43119,Male,52,2.0,0.0,2.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,5+ times/week,5+ times/week,30+ min/day,Once/Mth,3+,"auto repair, doctor",Yes,No
185,4/12/2020,CA,94020,Female,39,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Auto/driving,No,NA/Teleworked,20.0,60+ min,5+ times/week,5+ times/week,30+ min/day,Once/Mth,None,,Yes,Maybe
186,5/28/2020,MD,20853,Female,36,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,-8,NA,NA/Teleworked,0.0,30-60 min,1-2 times/week,None,30+ min/day,Once/Mth,Once,Physical therapy ,No,Not Applicable
187,5/11/2020,MD,20905,Male,63,7.0,4.0,4.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,3-4 times/week,30+ min/day,Twice/Mth,3+,"shopping, etc",Yes,Yes
188,5/12/2020,KS,66502,Female,26,1.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home with reduced workload,Walk,NA,NA/Teleworked,8.0,30-60 min,3-4 times/week,3-4 times/week,30+ min/day,Twice/Mth,3+,I helped my mother move and delivered a present to a friend.,Yes,No
189,5/28/2020,DE,19702,Male,73,1.0,0.0,1.0,Single,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,30.0,30-60 min,5+ times/week,5+ times/week,30+ min/day,Twice/Mth,3+,walking/cycling,Yes,Yes
190,5/1/2020,CA,92782,Female,36,2.0,0.0,2.0,Single,4,Condo/Townhouse,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,NA,NA/Teleworked,20.0,0-15 min,1-2 times/week,1-2 times/week,30+ min/day,Twice/Mth,None,,Yes,Maybe
191,4/12/2020,MD,20783,Female,29,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,10.0,15-30 min,1-2 times/week,1-2 times/week,30+ min/day,Twice/Mth,None,,No,No
192,5/17/2020,CA,94547,Male,59,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,15-30 min,1-2 times/week,5+ times/week,30+ min/day,Twice/Mth,None,,Yes,Yes
193,5/17/2020,CA,94043,Male,34,6.0,1.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,35.0,15-30 min,3-4 times/week,5+ times/week,30+ min/day,Twice/Mth,None,,Yes,Yes
194,5/28/2020,MD,21209,Female,36,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,5+ times/week,30+ min/day,Twice/Mth,None,,Yes,Yes
195,6/29/2020,MD,21773,Female,54,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,30-60 min,5+ times/week,5+ times/week,30+ min/day,Twice/Mth,None,,No,Not Applicable
196,5/12/2020,WA,98033,Female,49,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,90.0,30-60 min,5+ times/week,1-2 times/week,30+ min/day,Twice/Mth,Once,Take kid to meet up with a friend (social distancing observed),No,No
197,5/26/2020,VA,20152,Female,41,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,40.0,15-30 min,1-2 times/week,1-2 times/week,30+ min/day,Twice/Mth,Twice,Go to doctor due to emergency with my son,No,Not Applicable
198,7/8/2020,MD,20854,Male,52,5.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,40.0,60+ min,5+ times/week,3-4 times/week,30+ min/day,Twice/Mth,Twice,Banking,Yes,Maybe
199,7/1/2020,MD,20854,Male,52,5.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,40.0,60+ min,5+ times/week,3-4 times/week,30+ min/day,Twice/Mth,Twice,Banking,Yes,Maybe
200,6/25/2020,MD,20854,Male,52,5.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,40.0,60+ min,5+ times/week,3-4 times/week,30+ min/day,Twice/Mth,Twice,Banking,Yes,Maybe
201,4/30/2020,WA,98115,Female,41,4.0,2.0,2.0,Married,3,Single-Family House,Employed Full Time,Tele-Worked Every Day,Did not change/still tele-work,Auto/driving,No,NA/Teleworked,25.0,15-30 min,1-2 times/week,5+ times/week,30+ min/day,Twice/Mth,Twice,post office,No,Not Applicable
202,5/28/2020,MD,21218,Female,30,1.0,0.0,0.0,Single,3,Multi-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,3+,"All three times were work related, but work that needed to be conducted on-site (and different location each time). One time was to support COVID screening of staff who could not telework.",Yes,Maybe
203,5/15/2020,CA,94602,Male,38,4.0,2.0,1.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,30.0,60+ min,5+ times/week,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,3+,,No,Maybe
204,5/14/2020,IA,52722,Female,49,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,5.0,30-60 min,None,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,3+,,No,Not Applicable
205,5/28/2020,MD,21218,Female,59,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/Passenger,NA,NA/Teleworked,15.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,3+,"Visit Chiropractor, and dry cleaner",Yes,Maybe
206,5/15/2020,MD,20742,Female,29,3.0,0.0,3.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,30.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,Yes,Yes
207,5/12/2020,NY,14226,Other/Non-binary ,24,2.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
208,4/17/2020,WI,53705,Female,29,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,,15-30 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Maybe
209,4/12/2020,VA,22182,Female,40,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,Yes,Maybe
210,4/12/2020,MD,20852,Female,39,2.0,0.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
211,5/8/2020,MD,20737,Male,38,1.0,0.0,1.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,40.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
212,5/26/2020,MD,21032,Male,41,5.0,2.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,45.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,Yes,Maybe
213,4/10/2020,IA,,Female,36,3.0,2.0,1.0,Married,4,Single-Family House,Employed Full Time,Tele-Worked Every Day,Switched to work from home without change in the workload,Public Transit,NA,Other,60.0,60+ min,None,3-4 times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
214,5/12/2020,OH,43235,Female,35,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,15.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
215,4/12/2020,CA,94024,Female,43,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,No,NA/Teleworked,60.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/1-3days/wk,3 times/Mth,None,,Yes,Yes
216,4/12/2020,AZ,85226,Female,,,0.0,,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,0-15 min,None,None,5-30 min/1-3days/wk,3 times/Mth,None,,Yes,No
217,4/10/2020,WA,98021,Female,35,5.0,2.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,30.0,15-30 min,None,None,5-30 min/1-3days/wk,3 times/Mth,None,,No,Not Applicable
218,5/26/2020,MD,20774,Female,65,3.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,35.0,60+ min,None,1-2 times/week,5-30 min/1-3days/wk,3 times/Mth,Once,Church with <10 participants,No,No
219,5/8/2020,MD,20740,Female,25,2.0,0.0,1.0,Married,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,1-2 times/week,None,5-30 min/1-3days/wk,3 times/Mth,Twice,"Garden center, Lowe's",No,Not Applicable
220,5/12/2020,MD,20901,Female,55,1.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,50.0,0-15 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Recently married and my husband lives nearby so I go back & forth to his house. For next question, I also grocery shopped online before lockdown but more often now ",Yes,Yes
221,5/26/2020,IL,61874,Male,46,6.0,4.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,6.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Funeral, Support family needs",No,No
222,5/21/2020,MA,2420,Female,62,2.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Stayed at home and not able to work,Auto/driving,No,NA/Teleworked,60.0,60+ min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,visiting my mother,No,Not Applicable
223,5/8/2020,WA,98629,Male,59,2.0,0.0,2.0,Married,3,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,65.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Get out of the house, stir crazy",No,Not Applicable
224,5/26/2020,WA,98011,Male,62,3.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,60.0,15-30 min,5+ times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Dealing with a rental home, picking up take-out food, going to the bank to get documents notarized.",No,Not Applicable
225,5/27/2020,PA,19130,Female,25,2.0,0.0,1.0,Married,3,Apartment,Unemployed,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,No,NA/Teleworked,30.0,15-30 min,None,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,,No,Maybe
226,5/18/2020,TX,77546,Male,64,2.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Public Transit,NA,NA/Teleworked,55.0,60+ min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,To mail letters and packages,No,No
227,5/26/2020,OR,97209,Female,37,2.0,0.0,1.0,-8,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,35.0,30-60 min,5+ times/week,3-4 times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Medical care (2 times), socially distanced visits with friends (2 times)",Yes,Maybe
228,4/14/2020,MD,20740,Male,29,2.0,0.0,2.0,Single,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Gathering with friends, Sightseeing while driving, Work-related trips",No,Not Applicable
229,5/12/2020,MI,48104,Female,40,2.0,1.0,1.0,Divorced/Seperated,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,15.0,15-30 min,3-4 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,decorate a kid's yard for his birthday; borrow tools from friends; yard cocktail with a friend,Yes,No
230,4/29/2020,DC,20010,Female,45,4.0,2.0,0.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"takeout, hardware store",Yes,No
231,6/29/2020,MD,21044,Male,40,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,60+ min,3-4 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,"Transporting children to/from meetings with friends, traveling to see family",No,Not Applicable
232,5/8/2020,MD,20740,Male,61,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to partial commute to work/tele-work,Auto/driving,NA,NA/Teleworked,30.0,60+ min,5+ times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,various work and life related errands,Yes,Maybe
233,5/12/2020,MD,209124411,Female,55,2.0,0.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,60+ min,5+ times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,3+,Visiting my disabled mother and helping her with showering,No,Not Applicable
234,4/23/2020,WA,98103,Male,59,4.0,2.0,4.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,60.0,15-30 min,1-2 times/week,None,5-30 min/1-3days/wk,4+ times/Mth,3+,work,No,Not Applicable
235,5/13/2020,CA,94519,Female,25,2.0,0.0,2.0,Single,3,Condo/Townhouse,Employed Full Time,Commute Everyday,Did not change/still commute,Auto/driving,No,NA/Teleworked,25.0,15-30 min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,None,,Yes,No
236,6/28/2020,MD,20715,Male,36,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,20.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,None,,No,Not Applicable
237,5/26/2020,NY,11201,Male,32,2.0,0.0,0.0,Single,4,Apartment,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,40.0,30-60 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,None,,Yes,Maybe
238,5/27/2020,CA,93730,Male,63,4.0,0.0,4.0,Married,3,Single-Family House,Retired,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,3-4 times/week,None,5-30 min/1-3days/wk,4+ times/Mth,None,,Yes,No
239,4/10/2020,AL,36693,Female,37,2.0,2.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,20.0,15-30 min,None,None,5-30 min/1-3days/wk,4+ times/Mth,None,,No,Not Applicable
240,5/26/2020,GA,30309,Male,41,1.0,1.0,1.0,Single,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Walk,NA,NA/Teleworked,17.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,Once,,Yes,Yes
241,4/11/2020,WA,98105,Male,36,3.0,1.0,1.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,25.0,30-60 min,5+ times/week,1-2 times/week,5-30 min/1-3days/wk,4+ times/Mth,Twice,Dental work,No,Not Applicable
242,4/23/2020,MD,20852,Female,35,2.0,0.0,1.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,4+ times/Mth,Twice,"pharmacy,post office ",No,No
243,5/23/2020,WA,98115,Female,41,4.0,2.0,2.0,Married,3,Single-Family House,Employed Full Time,Partial Commute/teleworked,Did not change/still tele-work,Auto/driving,NA,NA/Teleworked,30.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,Twice,Went to park,Yes,Maybe
244,5/12/2020,NJ,7110,Female,56,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,5+ times/week,5-30 min/1-3days/wk,4+ times/Mth,Twice,pick-up takeout meals from a restaurant,No,Not Applicable
245,5/27/2020,MD,21117,Female,39,3.0,1.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,50.0,0-15 min,None,1-2 times/week,5-30 min/1-3days/wk,None- All Online,3+,"leisure drives, drives to local parks/ trails for leisure, pickup at Home Depot",Yes,Maybe
246,5/16/2020,VA,20191,Male,47,2.0,0.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,60.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,None- All Online,None,,Yes,Maybe
247,4/10/2020,MD,20783,Female,34,3.0,2.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Public Transit,NA,NA/Teleworked,20.0,0-15 min,None,1-2 times/week,5-30 min/1-3days/wk,None- All Online,Once,For walking ,Yes,Not Applicable
248,5/12/2020,CT,6107,Female,32,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with reduced workload,Auto/driving,NA,NA/Teleworked,10.0,15-30 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,None- All Online,Twice,Bring kids to grandparents house for childcare ,No,Not Applicable
249,4/23/2020,AR,72703,Male,30,2.0,2.0,1.0,Married,4,Apartment,Employed Full Time,Commute Everyday,Switched to partial commute to work/tele-work,Auto/driving,No,NA/Teleworked,5.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,Once/Mth,3+,Went to the lab. Check the facilities.,No,Not Applicable
250,5/12/2020,IN,46220,Female,57,2.0,0.0,3.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,25.0,30-60 min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,Once/Mth,None,,No,Not Applicable
251,4/23/2020,MD,20855,Female,38,3.0,1.0,1.0,Married,4,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,40.0,60+ min,None,3-4 times/week,5-30 min/1-3days/wk,Once/Mth,None,,Yes,Maybe
252,6/7/2020,CO,80004,Female,36,3.0,1.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,15-30 min,1-2 times/week,5+ times/week,5-30 min/1-3days/wk,Once/Mth,None,,No,Maybe
253,5/12/2020,MD,20816,Female,22,3.0,0.0,3.0,Single,3,Single-Family House,Unemployed,-8,-8,-8,NA,NA/Teleworked,,60+ min,3-4 times/week,None,5-30 min/1-3days/wk,Once/Mth,None,,No,Not Applicable
254,5/12/2020,FL ,33904,Female,39,4.0,3.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,NA,NA/Teleworked,35.0,60+ min,5+ times/week,None,5-30 min/1-3days/wk,Once/Mth,None,,Yes,No
255,5/26/2020,GA,30269,Female,63,2.0,0.0,2.0,Married,4,Single-Family House,Retired,-8,-8,-8,NA,NA/Teleworked,0.0,60+ min,5+ times/week,5+ times/week,5-30 min/1-3days/wk,Once/Mth,Twice,Mailing/shipping; pick up prepared food,Yes,No
256,5/12/2020,MD,21914,Female,27,3.0,1.0,3.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,8.0,15-30 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,Doctors,Yes,Maybe
257,6/28/2020,VA,22314,Female,29,2.0,0.0,2.0,Single,3,Apartment,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,30.0,60+ min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,Visit parents,No,No
258,5/19/2020,NJ,8873,Female,43,1.0,0.0,1.0,Divorced/Seperated,4,Condo/Townhouse,Employed Full Time,Commute Everyday,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,20.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,to see family (total 4 times since lockdown in mid March),No,Not Applicable
259,4/12/2020,VA,20165,Male,33,2.0,2.0,2.0,Married,4,Condo/Townhouse,Employed Full Time,Partial Commute/teleworked,Switched to work from home with increased workload,Auto/driving,No,NA/Teleworked,120.0,60+ min,3-4 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,Eating out,No,Not Applicable
260,5/26/2020,VA,22902,Male,38,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Partial Commute/teleworked,Switched to work from home without change in the workload,Bike/Bikeshare,NA,NA/Teleworked,22.0,30-60 min,1-2 times/week,3-4 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,"Socially distanced visit with in-laws, volunteer work at church, one visit to the office",No,Not Applicable
261,5/27/2020,OK,73071,Female,39,3.0,1.0,2.0,Married,3,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,20.0,30-60 min,3-4 times/week,3-4 times/week,5-30 min/1-3days/wk,Twice/Mth,3+,"We drive aimlessly around just to get out of the house, but don't stop anywhere.",Yes,Maybe
262,4/25/2020,AZ,86004,Female,36,4.0,2.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,NA/Teleworked,10.0,60+ min,1-2 times/week,None,5-30 min/1-3days/wk,Twice/Mth,3+,,Yes,No
263,4/15/2020,WA,98033,Male,37,2.0,0.0,2.0,Married,4,Single-Family House,Employed Full Time,Commute Everyday,Switched to work from home without change in the workload,Auto/driving,NA,Other,15.0,30-60 min,1-2 times/week,1-2 times/week,5-30 min/1-3days/wk,Twice/Mth,None,,Yes,No
